"pkg","ver","src","desc"
"mbmdr","2.2","Archive/mbmdr/mbmdr_2.2.tar.gz","mbmdr_2.2.dcf"
"mbmdr","2.3","Archive/mbmdr/mbmdr_2.3.tar.gz","mbmdr_2.3.dcf"
"mbmdr","2.4","Archive/mbmdr/mbmdr_2.4.tar.gz","mbmdr_2.4.dcf"
"mbmdr","2.5","Archive/mbmdr/mbmdr_2.5.tar.gz","mbmdr_2.5.dcf"
"mbmdr","2.6","mbmdr_2.6.tar.gz","mbmdr_2.6.dcf"
"mboost","0.4-10","Archive/mboost/mboost_0.4-10.tar.gz","mboost_0.4-10.dcf"
"mboost","0.4-11","Archive/mboost/mboost_0.4-11.tar.gz","mboost_0.4-11.dcf"
"mboost","0.4-12","Archive/mboost/mboost_0.4-12.tar.gz","mboost_0.4-12.dcf"
"mboost","0.4-13","Archive/mboost/mboost_0.4-13.tar.gz","mboost_0.4-13.dcf"
"mboost","0.4-14","Archive/mboost/mboost_0.4-14.tar.gz","mboost_0.4-14.dcf"
"mboost","0.4-15","Archive/mboost/mboost_0.4-15.tar.gz","mboost_0.4-15.dcf"
"mboost","0.4-17","Archive/mboost/mboost_0.4-17.tar.gz","mboost_0.4-17.dcf"
"mboost","0.4-6","Archive/mboost/mboost_0.4-6.tar.gz","mboost_0.4-6.dcf"
"mboost","0.4-7","Archive/mboost/mboost_0.4-7.tar.gz","mboost_0.4-7.dcf"
"mboost","0.4-8","Archive/mboost/mboost_0.4-8.tar.gz","mboost_0.4-8.dcf"
"mboost","0.4-9","Archive/mboost/mboost_0.4-9.tar.gz","mboost_0.4-9.dcf"
"mboost","0.5-0","Archive/mboost/mboost_0.5-0.tar.gz","mboost_0.5-0.dcf"
"mboost","0.5-1","Archive/mboost/mboost_0.5-1.tar.gz","mboost_0.5-1.dcf"
"mboost","0.5-2","Archive/mboost/mboost_0.5-2.tar.gz","mboost_0.5-2.dcf"
"mboost","0.5-3","Archive/mboost/mboost_0.5-3.tar.gz","mboost_0.5-3.dcf"
"mboost","0.5-4","Archive/mboost/mboost_0.5-4.tar.gz","mboost_0.5-4.dcf"
"mboost","0.5-5","Archive/mboost/mboost_0.5-5.tar.gz","mboost_0.5-5.dcf"
"mboost","0.5-6","Archive/mboost/mboost_0.5-6.tar.gz","mboost_0.5-6.dcf"
"mboost","0.5-7","Archive/mboost/mboost_0.5-7.tar.gz","mboost_0.5-7.dcf"
"mboost","0.5-8","Archive/mboost/mboost_0.5-8.tar.gz","mboost_0.5-8.dcf"
"mboost","1.0-0","Archive/mboost/mboost_1.0-0.tar.gz","mboost_1.0-0.dcf"
"mboost","1.0-1","Archive/mboost/mboost_1.0-1.tar.gz","mboost_1.0-1.dcf"
"mboost","1.0-2","Archive/mboost/mboost_1.0-2.tar.gz","mboost_1.0-2.dcf"
"mboost","1.0-3","Archive/mboost/mboost_1.0-3.tar.gz","mboost_1.0-3.dcf"
"mboost","1.0-4","Archive/mboost/mboost_1.0-4.tar.gz","mboost_1.0-4.dcf"
"mboost","1.0-5","Archive/mboost/mboost_1.0-5.tar.gz","mboost_1.0-5.dcf"
"mboost","1.0-6","Archive/mboost/mboost_1.0-6.tar.gz","mboost_1.0-6.dcf"
"mboost","1.1-0","Archive/mboost/mboost_1.1-0.tar.gz","mboost_1.1-0.dcf"
"mboost","1.1-1","Archive/mboost/mboost_1.1-1.tar.gz","mboost_1.1-1.dcf"
"mboost","1.1-2","Archive/mboost/mboost_1.1-2.tar.gz","mboost_1.1-2.dcf"
"mboost","1.1-3","Archive/mboost/mboost_1.1-3.tar.gz","mboost_1.1-3.dcf"
"mboost","1.1-4","Archive/mboost/mboost_1.1-4.tar.gz","mboost_1.1-4.dcf"
"mboost","2.0-0","Archive/mboost/mboost_2.0-0.tar.gz","mboost_2.0-0.dcf"
"mboost","2.0-10","Archive/mboost/mboost_2.0-10.tar.gz","mboost_2.0-10.dcf"
"mboost","2.0-11","Archive/mboost/mboost_2.0-11.tar.gz","mboost_2.0-11.dcf"
"mboost","2.0-12","Archive/mboost/mboost_2.0-12.tar.gz","mboost_2.0-12.dcf"
"mboost","2.0-1","Archive/mboost/mboost_2.0-1.tar.gz","mboost_2.0-1.dcf"
"mboost","2.0-2","Archive/mboost/mboost_2.0-2.tar.gz","mboost_2.0-2.dcf"
"mboost","2.0-3","Archive/mboost/mboost_2.0-3.tar.gz","mboost_2.0-3.dcf"
"mboost","2.0-4","Archive/mboost/mboost_2.0-4.tar.gz","mboost_2.0-4.dcf"
"mboost","2.0-5","Archive/mboost/mboost_2.0-5.tar.gz","mboost_2.0-5.dcf"
"mboost","2.0-6","Archive/mboost/mboost_2.0-6.tar.gz","mboost_2.0-6.dcf"
"mboost","2.0-7","Archive/mboost/mboost_2.0-7.tar.gz","mboost_2.0-7.dcf"
"mboost","2.0-8","Archive/mboost/mboost_2.0-8.tar.gz","mboost_2.0-8.dcf"
"mboost","2.0-9","Archive/mboost/mboost_2.0-9.tar.gz","mboost_2.0-9.dcf"
"mboost","2.1-0","Archive/mboost/mboost_2.1-0.tar.gz","mboost_2.1-0.dcf"
"mboost","2.1-1","Archive/mboost/mboost_2.1-1.tar.gz","mboost_2.1-1.dcf"
"mboost","2.1-2","Archive/mboost/mboost_2.1-2.tar.gz","mboost_2.1-2.dcf"
"mboost","2.1-3","Archive/mboost/mboost_2.1-3.tar.gz","mboost_2.1-3.dcf"
"mboost","2.2-0","Archive/mboost/mboost_2.2-0.tar.gz","mboost_2.2-0.dcf"
"mboost","2.2-1","Archive/mboost/mboost_2.2-1.tar.gz","mboost_2.2-1.dcf"
"mboost","2.2-2","Archive/mboost/mboost_2.2-2.tar.gz","mboost_2.2-2.dcf"
"mboost","2.2-3","mboost_2.2-3.tar.gz","mboost_2.2-3.dcf"
"mc2d","0.1-10","Archive/mc2d/mc2d_0.1-10.tar.gz","mc2d_0.1-10.dcf"
"mc2d","0.1-11","Archive/mc2d/mc2d_0.1-11.tar.gz","mc2d_0.1-11.dcf"
"mc2d","0.1-12","Archive/mc2d/mc2d_0.1-12.tar.gz","mc2d_0.1-12.dcf"
"mc2d","0.1-13","Archive/mc2d/mc2d_0.1-13.tar.gz","mc2d_0.1-13.dcf"
"mc2d","0.1-5","Archive/mc2d/mc2d_0.1-5.tar.gz","mc2d_0.1-5.dcf"
"mc2d","0.1-6","Archive/mc2d/mc2d_0.1-6.tar.gz","mc2d_0.1-6.dcf"
"mc2d","0.1-7","Archive/mc2d/mc2d_0.1-7.tar.gz","mc2d_0.1-7.dcf"
"mc2d","0.1-8","Archive/mc2d/mc2d_0.1-8.tar.gz","mc2d_0.1-8.dcf"
"mc2d","0.1-9","Archive/mc2d/mc2d_0.1-9.tar.gz","mc2d_0.1-9.dcf"
"mc2d","0.1-14","mc2d_0.1-14.tar.gz","mc2d_0.1-14.dcf"
"MCAPS","0.3-1","Archive/MCAPS/MCAPS_0.3-1.tar.gz","MCAPS_0.3-1.dcf"
"MCAPS","0.3","Archive/MCAPS/MCAPS_0.3.tar.gz","MCAPS_0.3.dcf"
"MCAPS","0.3-2","MCAPS_0.3-2.tar.gz","MCAPS_0.3-2.dcf"
"mcbiopi","1.1.0","Archive/mcbiopi/mcbiopi_1.1.0.tar.gz","mcbiopi_1.1.0.dcf"
"mcbiopi","1.1.1","Archive/mcbiopi/mcbiopi_1.1.1.tar.gz","mcbiopi_1.1.1.dcf"
"mcbiopi","1.1.2","mcbiopi_1.1.2.tar.gz","mcbiopi_1.1.2.dcf"
"mcclust","1.0","mcclust_1.0.tar.gz","mcclust_1.0.dcf"
"MCDA","0.0.1","Archive/MCDA/MCDA_0.0.1.tar.gz","MCDA_0.0.1.dcf"
"MCDA","0.0.3","MCDA_0.0.3.tar.gz","MCDA_0.0.3.dcf"
"MCE","1.0","Archive/MCE/MCE_1.0.tar.gz","MCE_1.0.dcf"
"MCE","1.1","Archive/MCE/MCE_1.1.tar.gz","MCE_1.1.dcf"
"mcga","1.0","Archive/mcga/mcga_1.0.tar.gz","mcga_1.0.dcf"
"mcga","1.1","Archive/mcga/mcga_1.1.tar.gz","mcga_1.1.dcf"
"mcga","1.2.1","Archive/mcga/mcga_1.2.1.tar.gz","mcga_1.2.1.dcf"
"mcga","1.2","Archive/mcga/mcga_1.2.tar.gz","mcga_1.2.dcf"
"mcga","2.0.1","Archive/mcga/mcga_2.0.1.tar.gz","mcga_2.0.1.dcf"
"mcga","2.0.2","Archive/mcga/mcga_2.0.2.tar.gz","mcga_2.0.2.dcf"
"mcga","2.0.3","Archive/mcga/mcga_2.0.3.tar.gz","mcga_2.0.3.dcf"
"mcga","2.0.4","Archive/mcga/mcga_2.0.4.tar.gz","mcga_2.0.4.dcf"
"mcga","2.0.5","Archive/mcga/mcga_2.0.5.tar.gz","mcga_2.0.5.dcf"
"mcga","2.0.6","Archive/mcga/mcga_2.0.6.tar.gz","mcga_2.0.6.dcf"
"mcga","2.0","Archive/mcga/mcga_2.0.tar.gz","mcga_2.0.dcf"
"mcga","2.0.7","mcga_2.0.7.tar.gz","mcga_2.0.7.dcf"
"mcgibbsit","1.0.1","Archive/mcgibbsit/mcgibbsit_1.0.1.tar.gz","mcgibbsit_1.0.1.dcf"
"mcgibbsit","1.0.2","Archive/mcgibbsit/mcgibbsit_1.0.2.tar.gz","mcgibbsit_1.0.2.dcf"
"mcgibbsit","1.0.3","Archive/mcgibbsit/mcgibbsit_1.0.3.tar.gz","mcgibbsit_1.0.3.dcf"
"mcgibbsit","1.0.5","Archive/mcgibbsit/mcgibbsit_1.0.5.tar.gz","mcgibbsit_1.0.5.dcf"
"mcgibbsit","1.0.6","Archive/mcgibbsit/mcgibbsit_1.0.6.tar.gz","mcgibbsit_1.0.6.dcf"
"mcgibbsit","1.0.8","Archive/mcgibbsit/mcgibbsit_1.0.8.tar.gz","mcgibbsit_1.0.8.dcf"
"mcgibbsit","1.0","Archive/mcgibbsit/mcgibbsit_1.0.tar.gz","mcgibbsit_1.0.dcf"
"mcgibbsit","1.1.0","mcgibbsit_1.1.0.tar.gz","mcgibbsit_1.1.0.dcf"
"mcGlobaloptim","0.1","mcGlobaloptim_0.1.tar.gz","mcGlobaloptim_0.1.dcf"
"mchof","0.1","Archive/mchof/mchof_0.1.tar.gz","mchof_0.1.dcf"
"mchof","0.2","Archive/mchof/mchof_0.2.tar.gz","mchof_0.2.dcf"
"mchof","0.3","mchof_0.3.tar.gz","mchof_0.3.dcf"
"MChtest","0.9","Archive/MChtest/MChtest_0.9.tar.gz","MChtest_0.9.dcf"
"MChtest","1.0-1","Archive/MChtest/MChtest_1.0-1.tar.gz","MChtest_1.0-1.dcf"
"MChtest","1.0","Archive/MChtest/MChtest_1.0.tar.gz","MChtest_1.0.dcf"
"MChtest","1.0-2","MChtest_1.0-2.tar.gz","MChtest_1.0-2.dcf"
"mcIRT","0.11","Archive/mcIRT/mcIRT_0.11.tar.gz","mcIRT_0.11.dcf"
"mcIRT","0.20","mcIRT_0.20.tar.gz","mcIRT_0.20.dcf"
"MCLIME","1.0","Archive/MCLIME/MCLIME_1.0.tar.gz","MCLIME_1.0.dcf"
"MCLIME","1.1","Archive/MCLIME/MCLIME_1.1.tar.gz","MCLIME_1.1.dcf"
"mcll","1.0","Archive/mcll/mcll_1.0.tar.gz","mcll_1.0.dcf"
"mcll","1.1","mcll_1.1.tar.gz","mcll_1.1.dcf"
"mclogit","0.2-1","Archive/mclogit/mclogit_0.2-1.tar.gz","mclogit_0.2-1.dcf"
"mclogit","0.2-2","Archive/mclogit/mclogit_0.2-2.tar.gz","mclogit_0.2-2.dcf"
"mclogit","0.2-3","Archive/mclogit/mclogit_0.2-3.tar.gz","mclogit_0.2-3.dcf"
"mclogit","0.2-6","Archive/mclogit/mclogit_0.2-6.tar.gz","mclogit_0.2-6.dcf"
"mclogit","0.2-7","mclogit_0.2-7.tar.gz","mclogit_0.2-7.dcf"
"mclust","1.1-1","Archive/mclust/mclust_1.1-1.tar.gz","mclust_1.1-1.dcf"
"mclust","1.1-2","Archive/mclust/mclust_1.1-2.tar.gz","mclust_1.1-2.dcf"
"mclust","1.1-3","Archive/mclust/mclust_1.1-3.tar.gz","mclust_1.1-3.dcf"
"mclust","1.1-4","Archive/mclust/mclust_1.1-4.tar.gz","mclust_1.1-4.dcf"
"mclust","1.1-5","Archive/mclust/mclust_1.1-5.tar.gz","mclust_1.1-5.dcf"
"mclust","1.1-6","Archive/mclust/mclust_1.1-6.tar.gz","mclust_1.1-6.dcf"
"mclust","1.1-7","Archive/mclust/mclust_1.1-7.tar.gz","mclust_1.1-7.dcf"
"mclust","2.0-1","Archive/mclust/mclust_2.0-1.tar.gz","mclust_2.0-1.dcf"
"mclust","2.0-2","Archive/mclust/mclust_2.0-2.tar.gz","mclust_2.0-2.dcf"
"mclust","2.0-3","Archive/mclust/mclust_2.0-3.tar.gz","mclust_2.0-3.dcf"
"mclust","2.1-0","Archive/mclust/mclust_2.1-0.tar.gz","mclust_2.1-0.dcf"
"mclust","2.1-10","Archive/mclust/mclust_2.1-10.tar.gz","mclust_2.1-10.dcf"
"mclust","2.1-11","Archive/mclust/mclust_2.1-11.tar.gz","mclust_2.1-11.dcf"
"mclust","2.1-12","Archive/mclust/mclust_2.1-12.tar.gz","mclust_2.1-12.dcf"
"mclust","2.1-13","Archive/mclust/mclust_2.1-13.tar.gz","mclust_2.1-13.dcf"
"mclust","2.1-14","Archive/mclust/mclust_2.1-14.tar.gz","mclust_2.1-14.dcf"
"mclust","2.1-1","Archive/mclust/mclust_2.1-1.tar.gz","mclust_2.1-1.dcf"
"mclust","2.1-2","Archive/mclust/mclust_2.1-2.tar.gz","mclust_2.1-2.dcf"
"mclust","2.1-3","Archive/mclust/mclust_2.1-3.tar.gz","mclust_2.1-3.dcf"
"mclust","2.1-4","Archive/mclust/mclust_2.1-4.tar.gz","mclust_2.1-4.dcf"
"mclust","2.1-5","Archive/mclust/mclust_2.1-5.tar.gz","mclust_2.1-5.dcf"
"mclust","2.1-6","Archive/mclust/mclust_2.1-6.tar.gz","mclust_2.1-6.dcf"
"mclust","2.1-7","Archive/mclust/mclust_2.1-7.tar.gz","mclust_2.1-7.dcf"
"mclust","2.1-8","Archive/mclust/mclust_2.1-8.tar.gz","mclust_2.1-8.dcf"
"mclust","2.1-9","Archive/mclust/mclust_2.1-9.tar.gz","mclust_2.1-9.dcf"
"mclust","3.0-0","Archive/mclust/mclust_3.0-0.tar.gz","mclust_3.0-0.dcf"
"mclust","3.1-0","Archive/mclust/mclust_3.1-0.tar.gz","mclust_3.1-0.dcf"
"mclust","3.1-10.3","Archive/mclust/mclust_3.1-10.3.tar.gz","mclust_3.1-10.3.dcf"
"mclust","3.1-10","Archive/mclust/mclust_3.1-10.tar.gz","mclust_3.1-10.dcf"
"mclust","3.1-1","Archive/mclust/mclust_3.1-1.tar.gz","mclust_3.1-1.dcf"
"mclust","3.1-2","Archive/mclust/mclust_3.1-2.tar.gz","mclust_3.1-2.dcf"
"mclust","3.1-3","Archive/mclust/mclust_3.1-3.tar.gz","mclust_3.1-3.dcf"
"mclust","3.1-4","Archive/mclust/mclust_3.1-4.tar.gz","mclust_3.1-4.dcf"
"mclust","3.1-5","Archive/mclust/mclust_3.1-5.tar.gz","mclust_3.1-5.dcf"
"mclust","3.1-6","Archive/mclust/mclust_3.1-6.tar.gz","mclust_3.1-6.dcf"
"mclust","3.1-7","Archive/mclust/mclust_3.1-7.tar.gz","mclust_3.1-7.dcf"
"mclust","3.1-8","Archive/mclust/mclust_3.1-8.tar.gz","mclust_3.1-8.dcf"
"mclust","3.1-9","Archive/mclust/mclust_3.1-9.tar.gz","mclust_3.1-9.dcf"
"mclust","3.2.1","Archive/mclust/mclust_3.2.1.tar.gz","mclust_3.2.1.dcf"
"mclust","3.2","Archive/mclust/mclust_3.2.tar.gz","mclust_3.2.dcf"
"mclust","3.3.1","Archive/mclust/mclust_3.3.1.tar.gz","mclust_3.3.1.dcf"
"mclust","3.3.2","Archive/mclust/mclust_3.3.2.tar.gz","mclust_3.3.2.dcf"
"mclust","3.4.10","Archive/mclust/mclust_3.4.10.tar.gz","mclust_3.4.10.dcf"
"mclust","3.4.11","Archive/mclust/mclust_3.4.11.tar.gz","mclust_3.4.11.dcf"
"mclust","3.4.1","Archive/mclust/mclust_3.4.1.tar.gz","mclust_3.4.1.dcf"
"mclust","3.4.2","Archive/mclust/mclust_3.4.2.tar.gz","mclust_3.4.2.dcf"
"mclust","3.4.3","Archive/mclust/mclust_3.4.3.tar.gz","mclust_3.4.3.dcf"
"mclust","3.4.4","Archive/mclust/mclust_3.4.4.tar.gz","mclust_3.4.4.dcf"
"mclust","3.4.5","Archive/mclust/mclust_3.4.5.tar.gz","mclust_3.4.5.dcf"
"mclust","3.4.6","Archive/mclust/mclust_3.4.6.tar.gz","mclust_3.4.6.dcf"
"mclust","3.4.7","Archive/mclust/mclust_3.4.7.tar.gz","mclust_3.4.7.dcf"
"mclust","3.4.8","Archive/mclust/mclust_3.4.8.tar.gz","mclust_3.4.8.dcf"
"mclust","3.4.9","Archive/mclust/mclust_3.4.9.tar.gz","mclust_3.4.9.dcf"
"mclust","3.4","Archive/mclust/mclust_3.4.tar.gz","mclust_3.4.dcf"
"mclust","3.5","Archive/mclust/mclust_3.5.tar.gz","mclust_3.5.dcf"
"mclust","4.0","Archive/mclust/mclust_4.0.tar.gz","mclust_4.0.dcf"
"mclust","4.1","Archive/mclust/mclust_4.1.tar.gz","mclust_4.1.dcf"
"mclust","4.2","mclust_4.2.tar.gz","mclust_4.2.dcf"
"mclust02","2.1-14","Archive/mclust02/mclust02_2.1-14.tar.gz","mclust02_2.1-14.dcf"
"mclust02","2.1-15","Archive/mclust02/mclust02_2.1-15.tar.gz","mclust02_2.1-15.dcf"
"mclust02","2.1-16","Archive/mclust02/mclust02_2.1-16.tar.gz","mclust02_2.1-16.dcf"
"mclust02","2.1-17","Archive/mclust02/mclust02_2.1-17.tar.gz","mclust02_2.1-17.dcf"
"mclust02","2.1-18","Archive/mclust02/mclust02_2.1-18.tar.gz","mclust02_2.1-18.dcf"
"mclust1998","1.1-10","Archive/mclust1998/mclust1998_1.1-10.tar.gz","mclust1998_1.1-10.dcf"
"mclust1998","1.1-8","Archive/mclust1998/mclust1998_1.1-8.tar.gz","mclust1998_1.1-8.dcf"
"mclust1998","1.1-9","Archive/mclust1998/mclust1998_1.1-9.tar.gz","mclust1998_1.1-9.dcf"
"mcmc","0.5-1","Archive/mcmc/mcmc_0.5-1.tar.gz","mcmc_0.5-1.dcf"
"mcmc","0.5","Archive/mcmc/mcmc_0.5.tar.gz","mcmc_0.5.dcf"
"mcmc","0.6","Archive/mcmc/mcmc_0.6.tar.gz","mcmc_0.6.dcf"
"mcmc","0.7-2","Archive/mcmc/mcmc_0.7-2.tar.gz","mcmc_0.7-2.dcf"
"mcmc","0.7-3","Archive/mcmc/mcmc_0.7-3.tar.gz","mcmc_0.7-3.dcf"
"mcmc","0.7-5","Archive/mcmc/mcmc_0.7-5.tar.gz","mcmc_0.7-5.dcf"
"mcmc","0.8","Archive/mcmc/mcmc_0.8.tar.gz","mcmc_0.8.dcf"
"mcmc","0.9-1","Archive/mcmc/mcmc_0.9-1.tar.gz","mcmc_0.9-1.dcf"
"mcmc","0.9","Archive/mcmc/mcmc_0.9.tar.gz","mcmc_0.9.dcf"
"mcmc","0.9-2","mcmc_0.9-2.tar.gz","mcmc_0.9-2.dcf"
"MCMC.qpcr","1.0.1","Archive/MCMC.qpcr/MCMC.qpcr_1.0.1.tar.gz","MCMC.qpcr_1.0.1.dcf"
"MCMC.qpcr","1.0","Archive/MCMC.qpcr/MCMC.qpcr_1.0.tar.gz","MCMC.qpcr_1.0.dcf"
"MCMC.qpcr","1.0.2","MCMC.qpcr_1.0.2.tar.gz","MCMC.qpcr_1.0.2.dcf"
"MCMCglmm","1.01","Archive/MCMCglmm/MCMCglmm_1.01.tar.gz","MCMCglmm_1.01.dcf"
"MCMCglmm","1.02","Archive/MCMCglmm/MCMCglmm_1.02.tar.gz","MCMCglmm_1.02.dcf"
"MCMCglmm","1.03","Archive/MCMCglmm/MCMCglmm_1.03.tar.gz","MCMCglmm_1.03.dcf"
"MCMCglmm","1.04","Archive/MCMCglmm/MCMCglmm_1.04.tar.gz","MCMCglmm_1.04.dcf"
"MCMCglmm","1.05","Archive/MCMCglmm/MCMCglmm_1.05.tar.gz","MCMCglmm_1.05.dcf"
"MCMCglmm","1.06","Archive/MCMCglmm/MCMCglmm_1.06.tar.gz","MCMCglmm_1.06.dcf"
"MCMCglmm","1.07","Archive/MCMCglmm/MCMCglmm_1.07.tar.gz","MCMCglmm_1.07.dcf"
"MCMCglmm","1.08","Archive/MCMCglmm/MCMCglmm_1.08.tar.gz","MCMCglmm_1.08.dcf"
"MCMCglmm","1.09","Archive/MCMCglmm/MCMCglmm_1.09.tar.gz","MCMCglmm_1.09.dcf"
"MCMCglmm","1.0","Archive/MCMCglmm/MCMCglmm_1.0.tar.gz","MCMCglmm_1.0.dcf"
"MCMCglmm","1.10","Archive/MCMCglmm/MCMCglmm_1.10.tar.gz","MCMCglmm_1.10.dcf"
"MCMCglmm","1.11","Archive/MCMCglmm/MCMCglmm_1.11.tar.gz","MCMCglmm_1.11.dcf"
"MCMCglmm","1.12","Archive/MCMCglmm/MCMCglmm_1.12.tar.gz","MCMCglmm_1.12.dcf"
"MCMCglmm","1.13","Archive/MCMCglmm/MCMCglmm_1.13.tar.gz","MCMCglmm_1.13.dcf"
"MCMCglmm","2.00","Archive/MCMCglmm/MCMCglmm_2.00.tar.gz","MCMCglmm_2.00.dcf"
"MCMCglmm","2.01","Archive/MCMCglmm/MCMCglmm_2.01.tar.gz","MCMCglmm_2.01.dcf"
"MCMCglmm","2.02","Archive/MCMCglmm/MCMCglmm_2.02.tar.gz","MCMCglmm_2.02.dcf"
"MCMCglmm","2.03","Archive/MCMCglmm/MCMCglmm_2.03.tar.gz","MCMCglmm_2.03.dcf"
"MCMCglmm","2.04","Archive/MCMCglmm/MCMCglmm_2.04.tar.gz","MCMCglmm_2.04.dcf"
"MCMCglmm","2.05","Archive/MCMCglmm/MCMCglmm_2.05.tar.gz","MCMCglmm_2.05.dcf"
"MCMCglmm","2.06","Archive/MCMCglmm/MCMCglmm_2.06.tar.gz","MCMCglmm_2.06.dcf"
"MCMCglmm","2.07","Archive/MCMCglmm/MCMCglmm_2.07.tar.gz","MCMCglmm_2.07.dcf"
"MCMCglmm","2.08","Archive/MCMCglmm/MCMCglmm_2.08.tar.gz","MCMCglmm_2.08.dcf"
"MCMCglmm","2.09","Archive/MCMCglmm/MCMCglmm_2.09.tar.gz","MCMCglmm_2.09.dcf"
"MCMCglmm","2.10","Archive/MCMCglmm/MCMCglmm_2.10.tar.gz","MCMCglmm_2.10.dcf"
"MCMCglmm","2.11","Archive/MCMCglmm/MCMCglmm_2.11.tar.gz","MCMCglmm_2.11.dcf"
"MCMCglmm","2.12","Archive/MCMCglmm/MCMCglmm_2.12.tar.gz","MCMCglmm_2.12.dcf"
"MCMCglmm","2.13","Archive/MCMCglmm/MCMCglmm_2.13.tar.gz","MCMCglmm_2.13.dcf"
"MCMCglmm","2.14","Archive/MCMCglmm/MCMCglmm_2.14.tar.gz","MCMCglmm_2.14.dcf"
"MCMCglmm","2.15","Archive/MCMCglmm/MCMCglmm_2.15.tar.gz","MCMCglmm_2.15.dcf"
"MCMCglmm","2.16","Archive/MCMCglmm/MCMCglmm_2.16.tar.gz","MCMCglmm_2.16.dcf"
"MCMCglmm","2.17","MCMCglmm_2.17.tar.gz","MCMCglmm_2.17.dcf"
"MCMChybridGP","2.1","Archive/MCMChybridGP/MCMChybridGP_2.1.tar.gz","MCMChybridGP_2.1.dcf"
"MCMChybridGP","2.2","Archive/MCMChybridGP/MCMChybridGP_2.2.tar.gz","MCMChybridGP_2.2.dcf"
"MCMChybridGP","3.1","Archive/MCMChybridGP/MCMChybridGP_3.1.tar.gz","MCMChybridGP_3.1.dcf"
"MCMChybridGP","4.2","Archive/MCMChybridGP/MCMChybridGP_4.2.tar.gz","MCMChybridGP_4.2.dcf"
"MCMChybridGP","4.3","MCMChybridGP_4.3.tar.gz","MCMChybridGP_4.3.dcf"
"MCMCpack","0.3-10","Archive/MCMCpack/MCMCpack_0.3-10.tar.gz","MCMCpack_0.3-10.dcf"
"MCMCpack","0.3-11","Archive/MCMCpack/MCMCpack_0.3-11.tar.gz","MCMCpack_0.3-11.dcf"
"MCMCpack","0.4-1","Archive/MCMCpack/MCMCpack_0.4-1.tar.gz","MCMCpack_0.4-1.dcf"
"MCMCpack","0.4-2","Archive/MCMCpack/MCMCpack_0.4-2.tar.gz","MCMCpack_0.4-2.dcf"
"MCMCpack","0.4-3","Archive/MCMCpack/MCMCpack_0.4-3.tar.gz","MCMCpack_0.4-3.dcf"
"MCMCpack","0.4-4","Archive/MCMCpack/MCMCpack_0.4-4.tar.gz","MCMCpack_0.4-4.dcf"
"MCMCpack","0.4-5","Archive/MCMCpack/MCMCpack_0.4-5.tar.gz","MCMCpack_0.4-5.dcf"
"MCMCpack","0.4-6","Archive/MCMCpack/MCMCpack_0.4-6.tar.gz","MCMCpack_0.4-6.dcf"
"MCMCpack","0.4-7","Archive/MCMCpack/MCMCpack_0.4-7.tar.gz","MCMCpack_0.4-7.dcf"
"MCMCpack","0.4-8","Archive/MCMCpack/MCMCpack_0.4-8.tar.gz","MCMCpack_0.4-8.dcf"
"MCMCpack","0.4-9","Archive/MCMCpack/MCMCpack_0.4-9.tar.gz","MCMCpack_0.4-9.dcf"
"MCMCpack","0.5-1","Archive/MCMCpack/MCMCpack_0.5-1.tar.gz","MCMCpack_0.5-1.dcf"
"MCMCpack","0.5-2","Archive/MCMCpack/MCMCpack_0.5-2.tar.gz","MCMCpack_0.5-2.dcf"
"MCMCpack","0.6-1","Archive/MCMCpack/MCMCpack_0.6-1.tar.gz","MCMCpack_0.6-1.dcf"
"MCMCpack","0.6-2","Archive/MCMCpack/MCMCpack_0.6-2.tar.gz","MCMCpack_0.6-2.dcf"
"MCMCpack","0.6-3","Archive/MCMCpack/MCMCpack_0.6-3.tar.gz","MCMCpack_0.6-3.dcf"
"MCMCpack","0.6-4","Archive/MCMCpack/MCMCpack_0.6-4.tar.gz","MCMCpack_0.6-4.dcf"
"MCMCpack","0.6-5","Archive/MCMCpack/MCMCpack_0.6-5.tar.gz","MCMCpack_0.6-5.dcf"
"MCMCpack","0.6-6","Archive/MCMCpack/MCMCpack_0.6-6.tar.gz","MCMCpack_0.6-6.dcf"
"MCMCpack","0.7-1","Archive/MCMCpack/MCMCpack_0.7-1.tar.gz","MCMCpack_0.7-1.dcf"
"MCMCpack","0.7-2","Archive/MCMCpack/MCMCpack_0.7-2.tar.gz","MCMCpack_0.7-2.dcf"
"MCMCpack","0.7-3","Archive/MCMCpack/MCMCpack_0.7-3.tar.gz","MCMCpack_0.7-3.dcf"
"MCMCpack","0.7-4","Archive/MCMCpack/MCMCpack_0.7-4.tar.gz","MCMCpack_0.7-4.dcf"
"MCMCpack","0.8-1","Archive/MCMCpack/MCMCpack_0.8-1.tar.gz","MCMCpack_0.8-1.dcf"
"MCMCpack","0.8-2","Archive/MCMCpack/MCMCpack_0.8-2.tar.gz","MCMCpack_0.8-2.dcf"
"MCMCpack","0.9-1","Archive/MCMCpack/MCMCpack_0.9-1.tar.gz","MCMCpack_0.9-1.dcf"
"MCMCpack","0.9-2","Archive/MCMCpack/MCMCpack_0.9-2.tar.gz","MCMCpack_0.9-2.dcf"
"MCMCpack","0.9-3","Archive/MCMCpack/MCMCpack_0.9-3.tar.gz","MCMCpack_0.9-3.dcf"
