"pkg","ver","src","desc"
"MCMCpack","0.9-4","Archive/MCMCpack/MCMCpack_0.9-4.tar.gz","MCMCpack_0.9-4.dcf"
"MCMCpack","0.9-5","Archive/MCMCpack/MCMCpack_0.9-5.tar.gz","MCMCpack_0.9-5.dcf"
"MCMCpack","0.9-6","Archive/MCMCpack/MCMCpack_0.9-6.tar.gz","MCMCpack_0.9-6.dcf"
"MCMCpack","1.0-10","Archive/MCMCpack/MCMCpack_1.0-10.tar.gz","MCMCpack_1.0-10.dcf"
"MCMCpack","1.0-11","Archive/MCMCpack/MCMCpack_1.0-11.tar.gz","MCMCpack_1.0-11.dcf"
"MCMCpack","1.0-1","Archive/MCMCpack/MCMCpack_1.0-1.tar.gz","MCMCpack_1.0-1.dcf"
"MCMCpack","1.0-2","Archive/MCMCpack/MCMCpack_1.0-2.tar.gz","MCMCpack_1.0-2.dcf"
"MCMCpack","1.0-3","Archive/MCMCpack/MCMCpack_1.0-3.tar.gz","MCMCpack_1.0-3.dcf"
"MCMCpack","1.0-4","Archive/MCMCpack/MCMCpack_1.0-4.tar.gz","MCMCpack_1.0-4.dcf"
"MCMCpack","1.0-5","Archive/MCMCpack/MCMCpack_1.0-5.tar.gz","MCMCpack_1.0-5.dcf"
"MCMCpack","1.0-6","Archive/MCMCpack/MCMCpack_1.0-6.tar.gz","MCMCpack_1.0-6.dcf"
"MCMCpack","1.0-7","Archive/MCMCpack/MCMCpack_1.0-7.tar.gz","MCMCpack_1.0-7.dcf"
"MCMCpack","1.0-8","Archive/MCMCpack/MCMCpack_1.0-8.tar.gz","MCMCpack_1.0-8.dcf"
"MCMCpack","1.0-9","Archive/MCMCpack/MCMCpack_1.0-9.tar.gz","MCMCpack_1.0-9.dcf"
"MCMCpack","1.1-1","Archive/MCMCpack/MCMCpack_1.1-1.tar.gz","MCMCpack_1.1-1.dcf"
"MCMCpack","1.1-3","Archive/MCMCpack/MCMCpack_1.1-3.tar.gz","MCMCpack_1.1-3.dcf"
"MCMCpack","1.1-4","Archive/MCMCpack/MCMCpack_1.1-4.tar.gz","MCMCpack_1.1-4.dcf"
"MCMCpack","1.1-5","Archive/MCMCpack/MCMCpack_1.1-5.tar.gz","MCMCpack_1.1-5.dcf"
"MCMCpack","1.2-1","Archive/MCMCpack/MCMCpack_1.2-1.tar.gz","MCMCpack_1.2-1.dcf"
"MCMCpack","1.2-2","Archive/MCMCpack/MCMCpack_1.2-2.tar.gz","MCMCpack_1.2-2.dcf"
"MCMCpack","1.2-3","Archive/MCMCpack/MCMCpack_1.2-3.tar.gz","MCMCpack_1.2-3.dcf"
"MCMCpack","1.2-4.1","Archive/MCMCpack/MCMCpack_1.2-4.1.tar.gz","MCMCpack_1.2-4.1.dcf"
"MCMCpack","1.2-4","Archive/MCMCpack/MCMCpack_1.2-4.tar.gz","MCMCpack_1.2-4.dcf"
"MCMCpack","1.3-1","Archive/MCMCpack/MCMCpack_1.3-1.tar.gz","MCMCpack_1.3-1.dcf"
"MCMCpack","1.3-2","Archive/MCMCpack/MCMCpack_1.3-2.tar.gz","MCMCpack_1.3-2.dcf"
"MCMCpack","1.3-3","MCMCpack_1.3-3.tar.gz","MCMCpack_1.3-3.dcf"
"mcmcplots","0.1","Archive/mcmcplots/mcmcplots_0.1.tar.gz","mcmcplots_0.1.dcf"
"mcmcplots","0.2","Archive/mcmcplots/mcmcplots_0.2.tar.gz","mcmcplots_0.2.dcf"
"mcmcplots","0.3","Archive/mcmcplots/mcmcplots_0.3.tar.gz","mcmcplots_0.3.dcf"
"mcmcplots","0.4","Archive/mcmcplots/mcmcplots_0.4.tar.gz","mcmcplots_0.4.dcf"
"mcmcplots","0.4.1","mcmcplots_0.4.1.tar.gz","mcmcplots_0.4.1.dcf"
"mcmcse","0.1","Archive/mcmcse/mcmcse_0.1.tar.gz","mcmcse_0.1.dcf"
"mcmcse","1.0-1","mcmcse_1.0-1.tar.gz","mcmcse_1.0-1.dcf"
"MCMCtGARCH","1.0","Archive/MCMCtGARCH/MCMCtGARCH_1.0.tar.gz","MCMCtGARCH_1.0.dcf"
"MCMCtGARCHM","1.0","Archive/MCMCtGARCHM/MCMCtGARCHM_1.0.tar.gz","MCMCtGARCHM_1.0.dcf"
"MCMCtNARCH","1.0","Archive/MCMCtNARCH/MCMCtNARCH_1.0.tar.gz","MCMCtNARCH_1.0.dcf"
"mco","1.0.0","Archive/mco/mco_1.0.0.tar.gz","mco_1.0.0.dcf"
"mco","1.0.2","Archive/mco/mco_1.0.2.tar.gz","mco_1.0.2.dcf"
"mco","1.0.4","Archive/mco/mco_1.0.4.tar.gz","mco_1.0.4.dcf"
"mco","1.0.9","Archive/mco/mco_1.0.9.tar.gz","mco_1.0.9.dcf"
"mco","1.0.12","mco_1.0.12.tar.gz","mco_1.0.12.dcf"
"Mcomp","2.00","Archive/Mcomp/Mcomp_2.00.tar.gz","Mcomp_2.00.dcf"
"Mcomp","2.01","Archive/Mcomp/Mcomp_2.01.tar.gz","Mcomp_2.01.dcf"
"Mcomp","2.02","Archive/Mcomp/Mcomp_2.02.tar.gz","Mcomp_2.02.dcf"
"Mcomp","2.03","Archive/Mcomp/Mcomp_2.03.tar.gz","Mcomp_2.03.dcf"
"Mcomp","2.04","Archive/Mcomp/Mcomp_2.04.tar.gz","Mcomp_2.04.dcf"
"Mcomp","2.05","Mcomp_2.05.tar.gz","Mcomp_2.05.dcf"
"MConjoint","0.1","MConjoint_0.1.tar.gz","MConjoint_0.1.dcf"
"MCPAN","1.1-0","Archive/MCPAN/MCPAN_1.1-0.tar.gz","MCPAN_1.1-0.dcf"
"MCPAN","1.1-10","Archive/MCPAN/MCPAN_1.1-10.tar.gz","MCPAN_1.1-10.dcf"
"MCPAN","1.1-12","Archive/MCPAN/MCPAN_1.1-12.tar.gz","MCPAN_1.1-12.dcf"
"MCPAN","1.1-13","Archive/MCPAN/MCPAN_1.1-13.tar.gz","MCPAN_1.1-13.dcf"
"MCPAN","1.1-14","Archive/MCPAN/MCPAN_1.1-14.tar.gz","MCPAN_1.1-14.dcf"
"MCPAN","1.1-3","Archive/MCPAN/MCPAN_1.1-3.tar.gz","MCPAN_1.1-3.dcf"
"MCPAN","1.1-4","Archive/MCPAN/MCPAN_1.1-4.tar.gz","MCPAN_1.1-4.dcf"
"MCPAN","1.1-5","Archive/MCPAN/MCPAN_1.1-5.tar.gz","MCPAN_1.1-5.dcf"
"MCPAN","1.1-6","Archive/MCPAN/MCPAN_1.1-6.tar.gz","MCPAN_1.1-6.dcf"
"MCPAN","1.1-7","Archive/MCPAN/MCPAN_1.1-7.tar.gz","MCPAN_1.1-7.dcf"
"MCPAN","1.1-9","Archive/MCPAN/MCPAN_1.1-9.tar.gz","MCPAN_1.1-9.dcf"
"MCPAN","1.1-15","MCPAN_1.1-15.tar.gz","MCPAN_1.1-15.dcf"
"McParre","0.20","Archive/McParre/McParre_0.20.tar.gz","McParre_0.20.dcf"
"McParre","1.0.1","McParre_1.0.1.tar.gz","McParre_1.0.1.dcf"
"mcpd","1.0","Archive/mcpd/mcpd_1.0.tar.gz","mcpd_1.0.dcf"
"MCPerm","1.1.2","Archive/MCPerm/MCPerm_1.1.2.tar.gz","MCPerm_1.1.2.dcf"
"MCPerm","1.1.3","Archive/MCPerm/MCPerm_1.1.3.tar.gz","MCPerm_1.1.3.dcf"
"MCPerm","1.1.4","MCPerm_1.1.4.tar.gz","MCPerm_1.1.4.dcf"
"MCPMod","0.1-1","Archive/MCPMod/MCPMod_0.1-1.tar.gz","MCPMod_0.1-1.dcf"
"MCPMod","0.1-2","Archive/MCPMod/MCPMod_0.1-2.tar.gz","MCPMod_0.1-2.dcf"
"MCPMod","0.1-3","Archive/MCPMod/MCPMod_0.1-3.tar.gz","MCPMod_0.1-3.dcf"
"MCPMod","0.1-4","Archive/MCPMod/MCPMod_0.1-4.tar.gz","MCPMod_0.1-4.dcf"
"MCPMod","0.1-5","Archive/MCPMod/MCPMod_0.1-5.tar.gz","MCPMod_0.1-5.dcf"
"MCPMod","0.2-1","Archive/MCPMod/MCPMod_0.2-1.tar.gz","MCPMod_0.2-1.dcf"
"MCPMod","0.2-2","Archive/MCPMod/MCPMod_0.2-2.tar.gz","MCPMod_0.2-2.dcf"
"MCPMod","1.0-1","Archive/MCPMod/MCPMod_1.0-1.tar.gz","MCPMod_1.0-1.dcf"
"MCPMod","1.0-2","Archive/MCPMod/MCPMod_1.0-2.tar.gz","MCPMod_1.0-2.dcf"
"MCPMod","1.0-3","Archive/MCPMod/MCPMod_1.0-3.tar.gz","MCPMod_1.0-3.dcf"
"MCPMod","1.0-4","Archive/MCPMod/MCPMod_1.0-4.tar.gz","MCPMod_1.0-4.dcf"
"MCPMod","1.0-5","Archive/MCPMod/MCPMod_1.0-5.tar.gz","MCPMod_1.0-5.dcf"
"MCPMod","1.0-6","Archive/MCPMod/MCPMod_1.0-6.tar.gz","MCPMod_1.0-6.dcf"
"MCPMod","1.0-7","MCPMod_1.0-7.tar.gz","MCPMod_1.0-7.dcf"
"mcprofile","0.0-6","Archive/mcprofile/mcprofile_0.0-6.tar.gz","mcprofile_0.0-6.dcf"
"mcprofile","0.0-9","Archive/mcprofile/mcprofile_0.0-9.tar.gz","mcprofile_0.0-9.dcf"
"mcprofile","0.1-0","Archive/mcprofile/mcprofile_0.1-0.tar.gz","mcprofile_0.1-0.dcf"
"mcprofile","0.1-1","Archive/mcprofile/mcprofile_0.1-1.tar.gz","mcprofile_0.1-1.dcf"
"mcprofile","0.1-2","Archive/mcprofile/mcprofile_0.1-2.tar.gz","mcprofile_0.1-2.dcf"
"mcprofile","0.1-3","Archive/mcprofile/mcprofile_0.1-3.tar.gz","mcprofile_0.1-3.dcf"
"mcprofile","0.1-4","Archive/mcprofile/mcprofile_0.1-4.tar.gz","mcprofile_0.1-4.dcf"
"mcprofile","0.1-7","mcprofile_0.1-7.tar.gz","mcprofile_0.1-7.dcf"
"mcr","1.1","mcr_1.1.tar.gz","mcr_1.1.dcf"
"mcsm","1.0","mcsm_1.0.tar.gz","mcsm_1.0.dcf"
"McSpatial","1.0","Archive/McSpatial/McSpatial_1.0.tar.gz","McSpatial_1.0.dcf"
"McSpatial","1.1.1","Archive/McSpatial/McSpatial_1.1.1.tar.gz","McSpatial_1.1.1.dcf"
"McSpatial","1.1","Archive/McSpatial/McSpatial_1.1.tar.gz","McSpatial_1.1.dcf"
"McSpatial","2.0","McSpatial_2.0.tar.gz","McSpatial_2.0.dcf"
"MCUSUM","1.0","Archive/MCUSUM/MCUSUM_1.0.tar.gz","MCUSUM_1.0.dcf"
"mda","0.1-1","Archive/mda/mda_0.1-1.tar.gz","mda_0.1-1.dcf"
"mda","0.2-10","Archive/mda/mda_0.2-10.tar.gz","mda_0.2-10.dcf"
"mda","0.2-11","Archive/mda/mda_0.2-11.tar.gz","mda_0.2-11.dcf"
"mda","0.2-12","Archive/mda/mda_0.2-12.tar.gz","mda_0.2-12.dcf"
"mda","0.2-13","Archive/mda/mda_0.2-13.tar.gz","mda_0.2-13.dcf"
"mda","0.2-14","Archive/mda/mda_0.2-14.tar.gz","mda_0.2-14.dcf"
"mda","0.2-15","Archive/mda/mda_0.2-15.tar.gz","mda_0.2-15.dcf"
"mda","0.2-16","Archive/mda/mda_0.2-16.tar.gz","mda_0.2-16.dcf"
"mda","0.2-17","Archive/mda/mda_0.2-17.tar.gz","mda_0.2-17.dcf"
"mda","0.2-18","Archive/mda/mda_0.2-18.tar.gz","mda_0.2-18.dcf"
"mda","0.2-19","Archive/mda/mda_0.2-19.tar.gz","mda_0.2-19.dcf"
"mda","0.2-20","Archive/mda/mda_0.2-20.tar.gz","mda_0.2-20.dcf"
"mda","0.2-21","Archive/mda/mda_0.2-21.tar.gz","mda_0.2-21.dcf"
"mda","0.2-22","Archive/mda/mda_0.2-22.tar.gz","mda_0.2-22.dcf"
"mda","0.2-23","Archive/mda/mda_0.2-23.tar.gz","mda_0.2-23.dcf"
"mda","0.2-24","Archive/mda/mda_0.2-24.tar.gz","mda_0.2-24.dcf"
"mda","0.2-25","Archive/mda/mda_0.2-25.tar.gz","mda_0.2-25.dcf"
"mda","0.2-26","Archive/mda/mda_0.2-26.tar.gz","mda_0.2-26.dcf"
"mda","0.2-27","Archive/mda/mda_0.2-27.tar.gz","mda_0.2-27.dcf"
"mda","0.2-28","Archive/mda/mda_0.2-28.tar.gz","mda_0.2-28.dcf"
"mda","0.2-29","Archive/mda/mda_0.2-29.tar.gz","mda_0.2-29.dcf"
"mda","0.2-2","Archive/mda/mda_0.2-2.tar.gz","mda_0.2-2.dcf"
"mda","0.2-3","Archive/mda/mda_0.2-3.tar.gz","mda_0.2-3.dcf"
"mda","0.2-6","Archive/mda/mda_0.2-6.tar.gz","mda_0.2-6.dcf"
"mda","0.2-7","Archive/mda/mda_0.2-7.tar.gz","mda_0.2-7.dcf"
"mda","0.2-8","Archive/mda/mda_0.2-8.tar.gz","mda_0.2-8.dcf"
"mda","0.2-9","Archive/mda/mda_0.2-9.tar.gz","mda_0.2-9.dcf"
"mda","0.3-0","Archive/mda/mda_0.3-0.tar.gz","mda_0.3-0.dcf"
"mda","0.3-1","Archive/mda/mda_0.3-1.tar.gz","mda_0.3-1.dcf"
"mda","0.3-2","Archive/mda/mda_0.3-2.tar.gz","mda_0.3-2.dcf"
"mda","0.3-3","Archive/mda/mda_0.3-3.tar.gz","mda_0.3-3.dcf"
"mda","0.3-4","Archive/mda/mda_0.3-4.tar.gz","mda_0.3-4.dcf"
"mda","0.3-5","Archive/mda/mda_0.3-5.tar.gz","mda_0.3-5.dcf"
"mda","0.4-1","Archive/mda/mda_0.4-1.tar.gz","mda_0.4-1.dcf"
"mda","0.4-2","Archive/mda/mda_0.4-2.tar.gz","mda_0.4-2.dcf"
"mda","0.4-3","Archive/mda/mda_0.4-3.tar.gz","mda_0.4-3.dcf"
"mda","0.4-4","mda_0.4-4.tar.gz","mda_0.4-4.dcf"
"MDD","0.5","Archive/MDD/MDD_0.5.tar.gz","MDD_0.5.dcf"
"mded","0.1-0","mded_0.1-0.tar.gz","mded_0.1-0.dcf"
"MDM","1.0","Archive/MDM/MDM_1.0.tar.gz","MDM_1.0.dcf"
"MDM","1.1","Archive/MDM/MDM_1.1.tar.gz","MDM_1.1.dcf"
"MDM","1.3","MDM_1.3.tar.gz","MDM_1.3.dcf"
"MDPtoolbox","4.0","Archive/MDPtoolbox/MDPtoolbox_4.0.tar.gz","MDPtoolbox_4.0.dcf"
"MDPtoolbox","4.0.1","MDPtoolbox_4.0.1.tar.gz","MDPtoolbox_4.0.1.dcf"
"MDR","1.0","Archive/MDR/MDR_1.0.tar.gz","MDR_1.0.dcf"
"MDR","1.1","Archive/MDR/MDR_1.1.tar.gz","MDR_1.1.dcf"
"MDR","1.2","MDR_1.2.tar.gz","MDR_1.2.dcf"
"MDSGUI","0.1","Archive/MDSGUI/MDSGUI_0.1.tar.gz","MDSGUI_0.1.dcf"
"MDSGUI","0.1.1","MDSGUI_0.1.1.tar.gz","MDSGUI_0.1.1.dcf"
"meanscore","1.0-1","Archive/meanscore/meanscore_1.0-1.tar.gz","meanscore_1.0-1.dcf"
"meanscore","1.0-2","Archive/meanscore/meanscore_1.0-2.tar.gz","meanscore_1.0-2.dcf"
"meanscore","1.0-3","Archive/meanscore/meanscore_1.0-3.tar.gz","meanscore_1.0-3.dcf"
"meanscore","1.0-4","Archive/meanscore/meanscore_1.0-4.tar.gz","meanscore_1.0-4.dcf"
"meanscore","1.0-5","Archive/meanscore/meanscore_1.0-5.tar.gz","meanscore_1.0-5.dcf"
"meanscore","1.0-6","Archive/meanscore/meanscore_1.0-6.tar.gz","meanscore_1.0-6.dcf"
"meboot","0.0.1","Archive/meboot/meboot_0.0.1.tar.gz","meboot_0.0.1.dcf"
"meboot","1.0-0","Archive/meboot/meboot_1.0-0.tar.gz","meboot_1.0-0.dcf"
"meboot","1.0-1","Archive/meboot/meboot_1.0-1.tar.gz","meboot_1.0-1.dcf"
"meboot","1.0-2","Archive/meboot/meboot_1.0-2.tar.gz","meboot_1.0-2.dcf"
"meboot","1.1-1","Archive/meboot/meboot_1.1-1.tar.gz","meboot_1.1-1.dcf"
"meboot","1.1-2","Archive/meboot/meboot_1.1-2.tar.gz","meboot_1.1-2.dcf"
"meboot","1.1-3","Archive/meboot/meboot_1.1-3.tar.gz","meboot_1.1-3.dcf"
"meboot","1.1-4","Archive/meboot/meboot_1.1-4.tar.gz","meboot_1.1-4.dcf"
"meboot","1.1-5","Archive/meboot/meboot_1.1-5.tar.gz","meboot_1.1-5.dcf"
"meboot","1.3-0","meboot_1.3-0.tar.gz","meboot_1.3-0.dcf"
"mecdf","0.1.0","Archive/mecdf/mecdf_0.1.0.tar.gz","mecdf_0.1.0.dcf"
"mecdf","0.2.1","Archive/mecdf/mecdf_0.2.1.tar.gz","mecdf_0.2.1.dcf"
"mecdf","0.3.0","Archive/mecdf/mecdf_0.3.0.tar.gz","mecdf_0.3.0.dcf"
"mecdf","0.3.1","Archive/mecdf/mecdf_0.3.1.tar.gz","mecdf_0.3.1.dcf"
"mecdf","0.4.0","Archive/mecdf/mecdf_0.4.0.tar.gz","mecdf_0.4.0.dcf"
"mecdf","0.4.1","Archive/mecdf/mecdf_0.4.1.tar.gz","mecdf_0.4.1.dcf"
"mecdf","0.4.2","Archive/mecdf/mecdf_0.4.2.tar.gz","mecdf_0.4.2.dcf"
"mecdf","0.5.0","Archive/mecdf/mecdf_0.5.0.tar.gz","mecdf_0.5.0.dcf"
"mecdf","0.6.0","Archive/mecdf/mecdf_0.6.0.tar.gz","mecdf_0.6.0.dcf"
"mecdf","0.6.1","Archive/mecdf/mecdf_0.6.1.tar.gz","mecdf_0.6.1.dcf"
"medAdherence","1.01","Archive/medAdherence/medAdherence_1.01.tar.gz","medAdherence_1.01.dcf"
"medAdherence","1.02","Archive/medAdherence/medAdherence_1.02.tar.gz","medAdherence_1.02.dcf"
"medAdherence","1.03","Archive/medAdherence/medAdherence_1.03.tar.gz","medAdherence_1.03.dcf"
"mederrRank","0.0.5","Archive/mederrRank/mederrRank_0.0.5.tar.gz","mederrRank_0.0.5.dcf"
"mederrRank","0.0.7","mederrRank_0.0.7.tar.gz","mederrRank_0.0.7.dcf"
"mediation","1.0","Archive/mediation/mediation_1.0.tar.gz","mediation_1.0.dcf"
"mediation","2.0","Archive/mediation/mediation_2.0.tar.gz","mediation_2.0.dcf"
"mediation","2.1","Archive/mediation/mediation_2.1.tar.gz","mediation_2.1.dcf"
"mediation","3.0","Archive/mediation/mediation_3.0.tar.gz","mediation_3.0.dcf"
"mediation","3.1.1","Archive/mediation/mediation_3.1.1.tar.gz","mediation_3.1.1.dcf"
"mediation","3.1.2","Archive/mediation/mediation_3.1.2.tar.gz","mediation_3.1.2.dcf"
"mediation","3.1","Archive/mediation/mediation_3.1.tar.gz","mediation_3.1.dcf"
"mediation","4.0.1","Archive/mediation/mediation_4.0.1.tar.gz","mediation_4.0.1.dcf"
"mediation","4.0","Archive/mediation/mediation_4.0.tar.gz","mediation_4.0.dcf"
"mediation","4.1.2","Archive/mediation/mediation_4.1.2.tar.gz","mediation_4.1.2.dcf"
"mediation","4.1","Archive/mediation/mediation_4.1.tar.gz","mediation_4.1.dcf"
"mediation","4.2.1","Archive/mediation/mediation_4.2.1.tar.gz","mediation_4.2.1.dcf"
"mediation","4.2.2","Archive/mediation/mediation_4.2.2.tar.gz","mediation_4.2.2.dcf"
"mediation","4.2.3","Archive/mediation/mediation_4.2.3.tar.gz","mediation_4.2.3.dcf"
"mediation","4.2.4","Archive/mediation/mediation_4.2.4.tar.gz","mediation_4.2.4.dcf"
"mediation","4.2","Archive/mediation/mediation_4.2.tar.gz","mediation_4.2.dcf"
"mediation","4.3.1","Archive/mediation/mediation_4.3.1.tar.gz","mediation_4.3.1.dcf"
"mediation","4.3","Archive/mediation/mediation_4.3.tar.gz","mediation_4.3.dcf"
"mediation","4.4","mediation_4.4.tar.gz","mediation_4.4.dcf"
"MeDiChI","0.4.0","Archive/MeDiChI/MeDiChI_0.4.0.tar.gz","MeDiChI_0.4.0.dcf"
"MeDiChISeq","1.0.7","Archive/MeDiChISeq/MeDiChISeq_1.0.7.tar.gz","MeDiChISeq_1.0.7.dcf"
"MedOr","0.1","MedOr_0.1.tar.gz","MedOr_0.1.dcf"
"medSTC","1.0.0","medSTC_1.0.0.tar.gz","medSTC_1.0.0.dcf"
"MEET","5.1","Archive/MEET/MEET_5.1.tar.gz","MEET_5.1.dcf"
"MEET","5.1.1","MEET_5.1.1.tar.gz","MEET_5.1.1.dcf"
"mefa","1.0-1","Archive/mefa/mefa_1.0-1.tar.gz","mefa_1.0-1.dcf"
"mefa","1.0-2","Archive/mefa/mefa_1.0-2.tar.gz","mefa_1.0-2.dcf"
"mefa","1.0-3","Archive/mefa/mefa_1.0-3.tar.gz","mefa_1.0-3.dcf"
"mefa","1.0-4","Archive/mefa/mefa_1.0-4.tar.gz","mefa_1.0-4.dcf"
"mefa","1.0","Archive/mefa/mefa_1.0.tar.gz","mefa_1.0.dcf"
"mefa","1.1-0","Archive/mefa/mefa_1.1-0.tar.gz","mefa_1.1-0.dcf"
"mefa","1.1-2","Archive/mefa/mefa_1.1-2.tar.gz","mefa_1.1-2.dcf"
"mefa","1.1-4","Archive/mefa/mefa_1.1-4.tar.gz","mefa_1.1-4.dcf"
"mefa","2.0-0","Archive/mefa/mefa_2.0-0.tar.gz","mefa_2.0-0.dcf"
"mefa","2.0-1","Archive/mefa/mefa_2.0-1.tar.gz","mefa_2.0-1.dcf"
"mefa","2.1-0","Archive/mefa/mefa_2.1-0.tar.gz","mefa_2.1-0.dcf"
"mefa","2.1-2","Archive/mefa/mefa_2.1-2.tar.gz","mefa_2.1-2.dcf"
"mefa","2.1-3","Archive/mefa/mefa_2.1-3.tar.gz","mefa_2.1-3.dcf"
"mefa","3.0-0","Archive/mefa/mefa_3.0-0.tar.gz","mefa_3.0-0.dcf"
"mefa","3.0-1","Archive/mefa/mefa_3.0-1.tar.gz","mefa_3.0-1.dcf"
"mefa","3.1-0","Archive/mefa/mefa_3.1-0.tar.gz","mefa_3.1-0.dcf"
"mefa","3.1-2","Archive/mefa/mefa_3.1-2.tar.gz","mefa_3.1-2.dcf"
"mefa","3.1-3","Archive/mefa/mefa_3.1-3.tar.gz","mefa_3.1-3.dcf"
"mefa","3.1-4","Archive/mefa/mefa_3.1-4.tar.gz","mefa_3.1-4.dcf"
"mefa","3.1-6","Archive/mefa/mefa_3.1-6.tar.gz","mefa_3.1-6.dcf"
"mefa","3.2-0","Archive/mefa/mefa_3.2-0.tar.gz","mefa_3.2-0.dcf"
"mefa","3.2-1","Archive/mefa/mefa_3.2-1.tar.gz","mefa_3.2-1.dcf"
"mefa","3.2-2","Archive/mefa/mefa_3.2-2.tar.gz","mefa_3.2-2.dcf"
"mefa","3.2-3","Archive/mefa/mefa_3.2-3.tar.gz","mefa_3.2-3.dcf"
"mefa","3.2-4","Archive/mefa/mefa_3.2-4.tar.gz","mefa_3.2-4.dcf"
"mefa","3.2-5","mefa_3.2-5.tar.gz","mefa_3.2-5.dcf"
"mefa4","0.2-0","Archive/mefa4/mefa4_0.2-0.tar.gz","mefa4_0.2-0.dcf"
"mefa4","0.2-1","Archive/mefa4/mefa4_0.2-1.tar.gz","mefa4_0.2-1.dcf"
"mefa4","0.2-2","Archive/mefa4/mefa4_0.2-2.tar.gz","mefa4_0.2-2.dcf"
"mefa4","0.2-3","Archive/mefa4/mefa4_0.2-3.tar.gz","mefa4_0.2-3.dcf"
"mefa4","0.2-4","Archive/mefa4/mefa4_0.2-4.tar.gz","mefa4_0.2-4.dcf"
"mefa4","0.2-6","Archive/mefa4/mefa4_0.2-6.tar.gz","mefa4_0.2-6.dcf"
"mefa4","0.2-7","Archive/mefa4/mefa4_0.2-7.tar.gz","mefa4_0.2-7.dcf"
"mefa4","0.2-8","Archive/mefa4/mefa4_0.2-8.tar.gz","mefa4_0.2-8.dcf"
"mefa4","0.2-9","Archive/mefa4/mefa4_0.2-9.tar.gz","mefa4_0.2-9.dcf"
"mefa4","0.3-0","mefa4_0.3-0.tar.gz","mefa4_0.3-0.dcf"
"meifly","0.1.1","Archive/meifly/meifly_0.1.1.tar.gz","meifly_0.1.1.dcf"
"meifly","0.1","Archive/meifly/meifly_0.1.tar.gz","meifly_0.1.dcf"
"meifly","0.2","meifly_0.2.tar.gz","meifly_0.2.dcf"
"melody","0.4.3","Archive/melody/melody_0.4.3.tar.gz","melody_0.4.3.dcf"
"melody","0.4.7","Archive/melody/melody_0.4.7.tar.gz","melody_0.4.7.dcf"
"mem","1.0","Archive/mem/mem_1.0.tar.gz","mem_1.0.dcf"
"mem","1.2","Archive/mem/mem_1.2.tar.gz","mem_1.2.dcf"
"mem","1.3","mem_1.3.tar.gz","mem_1.3.dcf"
"memisc","0.11-10","Archive/memisc/memisc_0.11-10.tar.gz","memisc_0.11-10.dcf"
"memisc","0.11-11","Archive/memisc/memisc_0.11-11.tar.gz","memisc_0.11-11.dcf"
"memisc","0.11-4","Archive/memisc/memisc_0.11-4.tar.gz","memisc_0.11-4.dcf"
"memisc","0.11-5","Archive/memisc/memisc_0.11-5.tar.gz","memisc_0.11-5.dcf"
"memisc","0.11-6","Archive/memisc/memisc_0.11-6.tar.gz","memisc_0.11-6.dcf"
"memisc","0.11-8-2","Archive/memisc/memisc_0.11-8-2.tar.gz","memisc_0.11-8-2.dcf"
"memisc","0.11-8","Archive/memisc/memisc_0.11-8.tar.gz","memisc_0.11-8.dcf"
"memisc","0.11-9","Archive/memisc/memisc_0.11-9.tar.gz","memisc_0.11-9.dcf"
"memisc","0.95-12","Archive/memisc/memisc_0.95-12.tar.gz","memisc_0.95-12.dcf"
"memisc","0.95-13","Archive/memisc/memisc_0.95-13.tar.gz","memisc_0.95-13.dcf"
"memisc","0.95-14","Archive/memisc/memisc_0.95-14.tar.gz","memisc_0.95-14.dcf"
"memisc","0.95-15","Archive/memisc/memisc_0.95-15.tar.gz","memisc_0.95-15.dcf"
"memisc","0.95-16","Archive/memisc/memisc_0.95-16.tar.gz","memisc_0.95-16.dcf"
"memisc","0.95-17","Archive/memisc/memisc_0.95-17.tar.gz","memisc_0.95-17.dcf"
"memisc","0.95-18","Archive/memisc/memisc_0.95-18.tar.gz","memisc_0.95-18.dcf"
"memisc","0.95-19","Archive/memisc/memisc_0.95-19.tar.gz","memisc_0.95-19.dcf"
"memisc","0.95-1","Archive/memisc/memisc_0.95-1.tar.gz","memisc_0.95-1.dcf"
"memisc","0.95-21","Archive/memisc/memisc_0.95-21.tar.gz","memisc_0.95-21.dcf"
"memisc","0.95-22","Archive/memisc/memisc_0.95-22.tar.gz","memisc_0.95-22.dcf"
"memisc","0.95-23","Archive/memisc/memisc_0.95-23.tar.gz","memisc_0.95-23.dcf"
"memisc","0.95-26","Archive/memisc/memisc_0.95-26.tar.gz","memisc_0.95-26.dcf"
"memisc","0.95-27","Archive/memisc/memisc_0.95-27.tar.gz","memisc_0.95-27.dcf"
"memisc","0.95-28","Archive/memisc/memisc_0.95-28.tar.gz","memisc_0.95-28.dcf"
"memisc","0.95-29","Archive/memisc/memisc_0.95-29.tar.gz","memisc_0.95-29.dcf"
"memisc","0.95-30","Archive/memisc/memisc_0.95-30.tar.gz","memisc_0.95-30.dcf"
"memisc","0.95-31","Archive/memisc/memisc_0.95-31.tar.gz","memisc_0.95-31.dcf"
"memisc","0.95-32","Archive/memisc/memisc_0.95-32.tar.gz","memisc_0.95-32.dcf"
"memisc","0.95-33","Archive/memisc/memisc_0.95-33.tar.gz","memisc_0.95-33.dcf"
